Ruta,Resolución Original,Redimensionada,Resolución Final,Válida,Corrupta,Hash,Split,Clase
data/raw/Training\meningioma\m1(101).jpg,"(455, 500)",False,"(455, 500)",True,False,c4736ead39cc3984,Training,meningioma
data/raw/Training\meningioma\m1(102).jpg,"(250, 270)",False,"(250, 270)",True,False,964954964a9fac5b,Training,meningioma
data/raw/Training\meningioma\m1(103).jpg,"(472, 546)",False,"(472, 546)",True,False,954a4a92164f3bdb,Training,meningioma
data/raw/Training\meningioma\m1(104).jpg,"(441, 427)",False,"(441, 427)",True,False,c73c1ac93ce1633c,Training,meningioma
data/raw/Training\meningioma\m1(105).jpg,"(324, 284)",False,"(324, 284)",True,False,909a4b6a7a973d61,Training,meningioma
data/raw/Training\meningioma\m1(106).jpg,"(485, 510)",False,"(485, 510)",True,False,d00b4bbd3a634d36,Training,meningioma
data/raw/Training\meningioma\m1(107).jpg,"(507, 605)",False,"(507, 605)",True,False,c4ce1ab14bc5cc9e,Training,meningioma
data/raw/Training\meningioma\m1(108).jpg,"(290, 339)",False,"(290, 339)",True,False,811e63e81eb50bf9,Training,meningioma
data/raw/Training\meningioma\m1(109).jpg,"(338, 345)",False,"(338, 345)",True,False,d27b6fe53c922888,Training,meningioma
data/raw/Training\meningioma\m1(11).jpg,"(226, 212)",True,"(224, 224)",True,False,942b574d133c72f2,Training,meningioma
data/raw/Training\meningioma\m1(110).jpg,"(420, 264)",False,"(420, 264)",True,False,97786873196d6199,Training,meningioma
data/raw/Training\meningioma\m1(111).jpg,"(554, 554)",False,"(554, 554)",True,False,901a7f616de532a6,Training,meningioma
data/raw/Training\meningioma\m1(112).jpg,"(300, 258)",False,"(300, 258)",True,False,c26f2fa42c3364ce,Training,meningioma
data/raw/Training\meningioma\m1(113).jpg,"(369, 398)",False,"(369, 398)",True,False,81e0566f3d257e34,Training,meningioma
data/raw/Training\meningioma\m1(114).jpg,"(591, 650)",False,"(591, 650)",True,False,902d4bb26dda3dc2,Training,meningioma
data/raw/Training\meningioma\m1(116).jpg,"(351, 398)",False,"(351, 398)",True,False,8ffc544c16d2c31e,Training,meningioma
data/raw/Training\meningioma\m1(117).jpg,"(341, 377)",False,"(341, 377)",True,False,8b5a746e09ba6678,Training,meningioma
data/raw/Training\meningioma\m1(118).jpg,"(491, 624)",False,"(491, 624)",True,False,d4690a1e6ff43361,Training,meningioma
data/raw/Training\meningioma\m1(119).jpg,"(314, 358)",False,"(314, 358)",True,False,c5270f7c1be44ac6,Training,meningioma
data/raw/Training\meningioma\m1(12).jpg,"(212, 237)",True,"(224, 224)",True,False,90764f6932cd6d32,Training,meningioma
data/raw/Training\meningioma\m1(120).jpg,"(257, 307)",False,"(257, 307)",True,False,91d141921e2f7e6d,Training,meningioma
data/raw/Training\meningioma\m1(121).jpg,"(262, 308)",False,"(262, 308)",True,False,959a454e169b6b8b,Training,meningioma
data/raw/Training\meningioma\m1(122).jpg,"(200, 223)",True,"(224, 224)",True,False,80375f693ab07c65,Training,meningioma
data/raw/Training\meningioma\m1(123).jpg,"(300, 345)",False,"(300, 345)",True,False,c0643b6f3cb070cf,Training,meningioma
data/raw/Training\meningioma\m1(124).jpg,"(306, 306)",False,"(306, 306)",True,False,c439594f3a6aca39,Training,meningioma
data/raw/Training\meningioma\m1(125).jpg,"(374, 370)",False,"(374, 370)",True,False,c7441b3b4cc36d71,Training,meningioma
data/raw/Training\meningioma\m1(126).jpg,"(201, 207)",True,"(224, 224)",True,False,e740309b63c61f67,Training,meningioma
data/raw/Training\meningioma\m1(127).jpg,"(291, 340)",False,"(291, 340)",True,False,c11f156a3f3e4178,Training,meningioma
data/raw/Training\meningioma\m1(128).jpg,"(630, 423)",False,"(630, 423)",True,False,811f5e722e6b6c19,Training,meningioma
data/raw/Training\meningioma\m1(129).jpg,"(318, 354)",False,"(318, 354)",True,False,c0e2193dc7e25d39,Training,meningioma
data/raw/Training\meningioma\m1(13).jpg,"(209, 225)",True,"(224, 224)",True,False,953b5d4c3a1a6969,Training,meningioma
data/raw/Training\meningioma\m1(130).jpg,"(315, 341)",False,"(315, 341)",True,False,d0d90ba16b676566,Training,meningioma
data/raw/Training\meningioma\m1(131).jpg,"(286, 356)",False,"(286, 356)",True,False,815a5f28669d6a97,Training,meningioma
data/raw/Training\meningioma\m1(132).jpg,"(278, 306)",False,"(278, 306)",True,False,c5372acc33f04df0,Training,meningioma
data/raw/Training\meningioma\m1(133).jpg,"(252, 303)",False,"(252, 303)",True,False,a40b5b951f6ad239,Training,meningioma
data/raw/Training\meningioma\m1(134).jpg,"(455, 500)",False,"(455, 500)",True,False,c4736ead39cc3984,Training,meningioma
data/raw/Training\meningioma\m1(135).jpg,"(442, 442)",False,"(442, 442)",True,False,c23f2df0700f36d8,Training,meningioma
data/raw/Training\meningioma\m1(136).jpg,"(513, 522)",False,"(513, 522)",True,False,c3cb2d9d30367664,Training,meningioma
data/raw/Training\meningioma\m1(137).jpg,"(312, 401)",False,"(312, 401)",True,False,96c64b6d3cb861c5,Training,meningioma
data/raw/Training\meningioma\m1(138).jpg,"(300, 412)",False,"(300, 412)",True,False,91364f6938b86cc7,Training,meningioma
data/raw/Training\meningioma\m1(139).jpg,"(205, 251)",True,"(224, 224)",True,False,c5cf3a382ed12d86,Training,meningioma
data/raw/Training\meningioma\m1(14).jpg,"(512, 512)",False,"(512, 512)",True,False,97a66a4969b3274c,Training,meningioma
data/raw/Training\meningioma\m1(140).jpg,"(204, 249)",True,"(224, 224)",True,False,844e46ef3b313b31,Training,meningioma
data/raw/Training\meningioma\m1(141).jpg,"(239, 224)",False,"(239, 224)",True,False,d10b466c9a9fdab0,Training,meningioma
data/raw/Training\meningioma\m1(142).jpg,"(323, 342)",False,"(323, 342)",True,False,907b6be53c9668c2,Training,meningioma
data/raw/Training\meningioma\m1(143).jpg,"(290, 342)",False,"(290, 342)",True,False,811e63e81eb50fe9,Training,meningioma
data/raw/Training\meningioma\m1(144).jpg,"(366, 395)",False,"(366, 395)",True,False,d11b136e646e6cb4,Training,meningioma
data/raw/Training\meningioma\m1(145).jpg,"(416, 395)",False,"(416, 395)",True,False,85181f7f62376e21,Training,meningioma
data/raw/Training\meningioma\m1(146).jpg,"(256, 256)",False,"(256, 256)",True,False,c51b1f622e3669f0,Training,meningioma
data/raw/Training\meningioma\m1(147).jpg,"(402, 396)",False,"(402, 396)",True,False,c50a1fdd2a1e2af8,Training,meningioma
data/raw/Training\meningioma\m1(148).jpg,"(369, 395)",False,"(369, 395)",True,False,801f5ffa29687d21,Training,meningioma
data/raw/Training\meningioma\m1(149).jpg,"(343, 367)",False,"(343, 367)",True,False,9492166b794e6ae9,Training,meningioma
data/raw/Training\meningioma\m1(15).jpg,"(512, 512)",False,"(512, 512)",True,False,97876a4c619b256d,Training,meningioma
data/raw/Training\meningioma\m1(150).jpg,"(313, 393)",False,"(313, 393)",True,False,c5c74a3d3a383b38,Training,meningioma
data/raw/Training\meningioma\m1(151).jpg,"(442, 442)",False,"(442, 442)",True,False,c6cc6e386133317b,Training,meningioma
data/raw/Training\meningioma\m1(152).jpg,"(330, 355)",False,"(330, 355)",True,False,81d0175bb22ee66e,Training,meningioma
data/raw/Training\meningioma\m1(153).jpg,"(442, 442)",False,"(442, 442)",True,False,d14b3f6c24646ef0,Training,meningioma
data/raw/Training\meningioma\m1(154).jpg,"(442, 442)",False,"(442, 442)",True,False,953b6a3c25e4708f,Training,meningioma
data/raw/Training\meningioma\m1(155).jpg,"(367, 395)",False,"(367, 395)",True,False,d11b136e646e6cb4,Training,meningioma
data/raw/Training\meningioma\m1(156).jpg,"(411, 396)",False,"(411, 396)",True,False,85181f7f62377e20,Training,meningioma
data/raw/Training\meningioma\m1(157).jpg,"(234, 216)",True,"(224, 224)",True,False,911bd7384e76780e,Training,meningioma
data/raw/Training\meningioma\m1(158).jpg,"(232, 261)",False,"(232, 261)",True,False,911a177d684e7ee0,Training,meningioma
data/raw/Training\meningioma\m1(159).jpg,"(645, 439)",False,"(645, 439)",True,False,970f789c4b386dc1,Training,meningioma
data/raw/Training\meningioma\m1(16).jpg,"(512, 512)",False,"(512, 512)",True,False,97876a4c619b256d,Training,meningioma
data/raw/Training\meningioma\m1(160).jpg,"(217, 232)",True,"(224, 224)",True,False,841b57797a9668d2,Training,meningioma
data/raw/Training\meningioma\m1(161).jpg,"(329, 314)",False,"(329, 314)",True,False,c66f1f38383163c3,Training,meningioma
data/raw/Training\meningioma\m1(162).jpg,"(216, 216)",True,"(224, 224)",True,False,c13e1ee16a3479e1,Training,meningioma
data/raw/Training\meningioma\m1(163).jpg,"(257, 248)",False,"(257, 248)",True,False,815e5f2a70e957a1,Training,meningioma
data/raw/Training\meningioma\m1(165).jpg,"(206, 245)",True,"(224, 224)",True,False,c4ca3b692fa738b0,Training,meningioma
data/raw/Training\meningioma\m1(166).jpg,"(1149, 1019)",False,"(1149, 1019)",True,False,d4cc4a3b333919e9,Training,meningioma
data/raw/Training\meningioma\m1(167).jpg,"(722, 690)",False,"(722, 690)",True,False,c48e4e1f7b393138,Training,meningioma
data/raw/Training\meningioma\m1(168).jpg,"(554, 554)",False,"(554, 554)",True,False,901a7f616de436a6,Training,meningioma
data/raw/Training\meningioma\m1(169).jpg,"(315, 315)",False,"(315, 315)",True,False,d24d2f60747ca476,Training,meningioma
data/raw/Training\meningioma\m1(17).jpg,"(512, 512)",False,"(512, 512)",True,False,97976c4c619b2565,Training,meningioma
data/raw/Training\meningioma\m1(170).jpg,"(341, 395)",False,"(341, 395)",True,False,c50c115b4e3f7ce2,Training,meningioma
data/raw/Training\meningioma\m1(171).jpg,"(341, 372)",False,"(341, 372)",True,False,c4270ff80fc46cc7,Training,meningioma
data/raw/Training\meningioma\m1(172).jpg,"(341, 395)",False,"(341, 395)",True,False,c50c115b4e3f7ce2,Training,meningioma
data/raw/Training\meningioma\m1(173).jpg,"(273, 326)",False,"(273, 326)",True,False,c53910c62f656f87,Training,meningioma
data/raw/Training\meningioma\m1(174).jpg,"(239, 248)",False,"(239, 248)",True,False,956e1e7863623963,Training,meningioma
data/raw/Training\meningioma\m1(175).jpg,"(289, 354)",False,"(289, 354)",True,False,815a5f28669d6997,Training,meningioma
data/raw/Training\meningioma\m1(176).jpg,"(305, 337)",False,"(305, 337)",True,False,91d91b216f656ce4,Training,meningioma
data/raw/Training\meningioma\m1(177).jpg,"(304, 410)",False,"(304, 410)",True,False,91b34e4c3d9d6ce0,Training,meningioma
data/raw/Training\meningioma\m1(178).jpg,"(208, 243)",True,"(224, 224)",True,False,811e1fe87aa53ac5,Training,meningioma
data/raw/Training\meningioma\m1(179).jpg,"(221, 228)",True,"(224, 224)",True,False,d50b1b9b2ae46ce4,Training,meningioma
data/raw/Training\meningioma\m1(18).jpg,"(512, 512)",False,"(512, 512)",True,False,973d7a446193276c,Training,meningioma
data/raw/Training\meningioma\m1(180).jpg,"(200, 252)",True,"(224, 224)",True,False,923a6de4369bca2c,Training,meningioma
data/raw/Training\meningioma\m1(181).jpg,"(226, 214)",True,"(224, 224)",True,False,950a76796ae06b35,Training,meningioma
data/raw/Training\meningioma\m1(182).jpg,"(200, 236)",True,"(224, 224)",True,False,8ffc544c0ef2c313,Training,meningioma
data/raw/Training\meningioma\m1(183).jpg,"(238, 212)",True,"(224, 224)",True,False,d57b404730cbc38f,Training,meningioma
data/raw/Training\meningioma\m1(184).jpg,"(225, 225)",False,"(225, 225)",True,False,954a473bb26d6893,Training,meningioma
data/raw/Training\meningioma\m1(185).jpg,"(212, 238)",True,"(224, 224)",True,False,c04fc00b1b3f3fa5,Training,meningioma
data/raw/Training\meningioma\m1(186).jpg,"(215, 220)",True,"(224, 224)",True,False,926d459369a4b36b,Training,meningioma
data/raw/Training\meningioma\m1(187).jpg,"(201, 251)",True,"(224, 224)",True,False,910666bb9acc6fb0,Training,meningioma
data/raw/Training\meningioma\m1(188).jpg,"(480, 480)",False,"(480, 480)",True,False,c3b82fc218e6659b,Training,meningioma
data/raw/Training\meningioma\m1(189).jpg,"(212, 237)",True,"(224, 224)",True,False,91c21e976ecb4b8c,Training,meningioma
data/raw/Training\meningioma\m1(19).jpg,"(512, 512)",False,"(512, 512)",True,False,d1c33e9e2939247c,Training,meningioma
data/raw/Training\meningioma\m1(190).jpg,"(225, 225)",False,"(225, 225)",True,False,c23f2df0700f36d8,Training,meningioma
data/raw/Training\meningioma\m1(191).jpg,"(225, 225)",False,"(225, 225)",True,False,922e6de13493666e,Training,meningioma
data/raw/Training\meningioma\m1(192).jpg,"(225, 225)",False,"(225, 225)",True,False,901a7f616de532a6,Training,meningioma
data/raw/Training\meningioma\m1(193).jpg,"(224, 219)",True,"(224, 224)",True,False,c73c1ac93ce1633c,Training,meningioma
data/raw/Training\meningioma\m1(194).jpg,"(200, 223)",True,"(224, 224)",True,False,856d47636e3c1eb0,Training,meningioma
data/raw/Training\meningioma\m1(195).jpg,"(200, 235)",True,"(224, 224)",True,False,954a4a97164f7f18,Training,meningioma
data/raw/Training\meningioma\m1(196).jpg,"(209, 241)",True,"(224, 224)",True,False,c1c33e3866c33b69,Training,meningioma
data/raw/Training\meningioma\m1(197).jpg,"(211, 239)",True,"(224, 224)",True,False,844e5fba5ab26887,Training,meningioma
data/raw/Training\meningioma\m1(198).jpg,"(215, 234)",True,"(224, 224)",True,False,c7c33a386ac33939,Training,meningioma
data/raw/Training\meningioma\m1(199).jpg,"(225, 225)",False,"(225, 225)",True,False,9b6c6c933166c399,Training,meningioma
data/raw/Training\meningioma\m1(2).jpg,"(201, 251)",True,"(224, 224)",True,False,c6da2f8d343761b0,Training,meningioma
data/raw/Training\meningioma\m1(20).jpg,"(512, 512)",False,"(512, 512)",True,False,d1c37e8e3d396460,Training,meningioma
data/raw/Training\meningioma\m1(200).jpg,"(213, 237)",True,"(224, 224)",True,False,c0e2193dc7e25d39,Training,meningioma
data/raw/Training\meningioma\m1(201).jpg,"(214, 216)",True,"(224, 224)",True,False,947a4b693e257865,Training,meningioma
data/raw/Training\meningioma\m1(202).jpg,"(201, 251)",True,"(224, 224)",True,False,c6da2f8d343761b0,Training,meningioma
data/raw/Training\meningioma\m1(21).jpg,"(512, 512)",False,"(512, 512)",True,False,d1c23e9e3939646c,Training,meningioma
data/raw/Training\meningioma\m1(22).jpg,"(512, 512)",False,"(512, 512)",True,False,c12f3ed039c27699,Training,meningioma
data/raw/Training\meningioma\m1(23).jpg,"(512, 512)",False,"(512, 512)",True,False,c12f2ed139c67299,Training,meningioma
data/raw/Training\meningioma\m1(24).jpg,"(512, 512)",False,"(512, 512)",True,False,c92e2ed139c67299,Training,meningioma
data/raw/Training\meningioma\m1(25).jpg,"(512, 512)",False,"(512, 512)",True,False,c92c2e9139c673d9,Training,meningioma
data/raw/Training\meningioma\m1(26).jpg,"(512, 512)",False,"(512, 512)",True,False,cb2c2c9331ce639d,Training,meningioma
data/raw/Training\meningioma\m1(27).jpg,"(512, 512)",False,"(512, 512)",True,False,cb343c9333ccc738,Training,meningioma
data/raw/Training\meningioma\m1(28).jpg,"(512, 512)",False,"(512, 512)",True,False,96e63e7269196163,Training,meningioma
data/raw/Training\meningioma\m1(29).jpg,"(512, 512)",False,"(512, 512)",True,False,87663e926999616b,Training,meningioma
data/raw/Training\meningioma\m1(3).jpg,"(214, 235)",True,"(224, 224)",True,False,902d4bb26dda3dc2,Training,meningioma
data/raw/Training\meningioma\m1(30).jpg,"(512, 512)",False,"(512, 512)",True,False,97663e936899614b,Training,meningioma
data/raw/Training\meningioma\m1(31).jpg,"(512, 512)",False,"(512, 512)",True,False,976c78b531926399,Training,meningioma
data/raw/Training\meningioma\m1(32).jpg,"(512, 512)",False,"(512, 512)",True,False,976e789521966399,Training,meningioma
data/raw/Training\meningioma\m1(33).jpg,"(512, 512)",False,"(512, 512)",True,False,976c78b521966399,Training,meningioma
data/raw/Training\meningioma\m1(34).jpg,"(512, 512)",False,"(512, 512)",True,False,932e6e703987669a,Training,meningioma
data/raw/Training\meningioma\m1(35).jpg,"(512, 512)",False,"(512, 512)",True,False,932e2ee17987649a,Training,meningioma
data/raw/Training\meningioma\m1(36).jpg,"(512, 512)",False,"(512, 512)",True,False,973868e3618726de,Training,meningioma
data/raw/Training\meningioma\m1(37).jpg,"(512, 512)",False,"(512, 512)",True,False,973c78e16187a69c,Training,meningioma
data/raw/Training\meningioma\m1(38).jpg,"(512, 512)",False,"(512, 512)",True,False,96267af969076760,Training,meningioma
data/raw/Training\meningioma\m1(39).jpg,"(512, 512)",False,"(512, 512)",True,False,96267af9690764e2,Training,meningioma
data/raw/Training\meningioma\m1(4).jpg,"(210, 240)",True,"(224, 224)",True,False,c46c0f367f633891,Training,meningioma
data/raw/Training\meningioma\m1(40).jpg,"(512, 512)",False,"(512, 512)",True,False,962678f9690765d2,Training,meningioma
data/raw/Training\meningioma\m1(41).jpg,"(512, 512)",False,"(512, 512)",True,False,96267a3169676593,Training,meningioma
data/raw/Training\meningioma\m1(42).jpg,"(512, 512)",False,"(512, 512)",True,False,c62639d96c9333c9,Training,meningioma
data/raw/Training\meningioma\m1(43).jpg,"(512, 512)",False,"(512, 512)",True,False,c63639e16c95331b,Training,meningioma
data/raw/Training\meningioma\m1(44).jpg,"(512, 512)",False,"(512, 512)",True,False,d03e1b6c7c246d63,Training,meningioma
data/raw/Training\meningioma\m1(45).jpg,"(512, 512)",False,"(512, 512)",True,False,d12a1b7c3c247d63,Training,meningioma
data/raw/Training\meningioma\m1(46).jpg,"(512, 512)",False,"(512, 512)",True,False,d13e1b343c643d63,Training,meningioma
data/raw/Training\meningioma\m1(47).jpg,"(512, 512)",False,"(512, 512)",True,False,d17e1b243c642de3,Training,meningioma
data/raw/Training\meningioma\m1(48).jpg,"(512, 512)",False,"(512, 512)",True,False,d17a1b643c2c3d63,Training,meningioma
data/raw/Training\meningioma\m1(49).jpg,"(512, 512)",False,"(512, 512)",True,False,d17f1b643c2c3c62,Training,meningioma
data/raw/Training\meningioma\m1(5).jpg,"(225, 225)",False,"(225, 225)",True,False,9b986c6666499b95,Training,meningioma
data/raw/Training\meningioma\m1(50).jpg,"(512, 512)",False,"(512, 512)",True,False,91a57e4a796624b3,Training,meningioma
data/raw/Training\meningioma\m1(51).jpg,"(512, 512)",False,"(512, 512)",True,False,95646e5a79266593,Training,meningioma
data/raw/Training\meningioma\m1(52).jpg,"(512, 512)",False,"(512, 512)",True,False,85667adb79362581,Training,meningioma
data/raw/Training\meningioma\m1(53).jpg,"(512, 512)",False,"(512, 512)",True,False,c7ce3898654b6738,Training,meningioma
data/raw/Training\meningioma\m1(54).jpg,"(512, 512)",False,"(512, 512)",True,False,c7ce3898614f6738,Training,meningioma
data/raw/Training\meningioma\m1(55).jpg,"(512, 512)",False,"(512, 512)",True,False,c7ce38b1614f6631,Training,meningioma
data/raw/Training\meningioma\m1(56).jpg,"(512, 512)",False,"(512, 512)",True,False,c7ce38b1614ee631,Training,meningioma
data/raw/Training\meningioma\m1(57).jpg,"(512, 512)",False,"(512, 512)",True,False,c23c3ee069cb3587,Training,meningioma
data/raw/Training\meningioma\m1(58).jpg,"(512, 512)",False,"(512, 512)",True,False,d23c3df061473497,Training,meningioma
data/raw/Training\meningioma\m1(59).jpg,"(512, 512)",False,"(512, 512)",True,False,d23c2df261cf3486,Training,meningioma
data/raw/Training\meningioma\m1(6).jpg,"(210, 240)",True,"(224, 224)",True,False,901b1ef86ae5698d,Training,meningioma
data/raw/Training\meningioma\m1(60).jpg,"(512, 512)",False,"(512, 512)",True,False,d23c2de065c7368e,Training,meningioma
data/raw/Training\meningioma\m1(61).jpg,"(512, 512)",False,"(512, 512)",True,False,d23c2de065c7368e,Training,meningioma
data/raw/Training\meningioma\m1(62).jpg,"(512, 512)",False,"(512, 512)",True,False,c23c2de164c7369e,Training,meningioma
data/raw/Training\meningioma\m1(63).jpg,"(512, 512)",False,"(512, 512)",True,False,c33c3cc324cfb29c,Training,meningioma
data/raw/Training\meningioma\m1(64).jpg,"(512, 512)",False,"(512, 512)",True,False,87366ae17183a79c,Training,meningioma
data/raw/Training\meningioma\m1(65).jpg,"(512, 512)",False,"(512, 512)",True,False,86363be161c3279e,Training,meningioma
data/raw/Training\meningioma\m1(66).jpg,"(512, 512)",False,"(512, 512)",True,False,962829c7679e9699,Training,meningioma
data/raw/Training\meningioma\m1(67).jpg,"(512, 512)",False,"(512, 512)",True,False,c36d3cb071836799,Training,meningioma
data/raw/Training\meningioma\m1(68).jpg,"(512, 512)",False,"(512, 512)",True,False,c36c3c9271cbc699,Training,meningioma
data/raw/Training\meningioma\m1(69).jpg,"(512, 512)",False,"(512, 512)",True,False,d02f2ef439904f33,Training,meningioma
data/raw/Training\meningioma\m1(7).jpg,"(225, 225)",False,"(225, 225)",True,False,871e3ae168b469cd,Training,meningioma
data/raw/Training\meningioma\m1(70).jpg,"(512, 512)",False,"(512, 512)",True,False,d02f2ff409931fc2,Training,meningioma
data/raw/Training\meningioma\m1(71).jpg,"(512, 512)",False,"(512, 512)",True,False,d03f2fe40d930dc6,Training,meningioma
data/raw/Training\meningioma\m1(72).jpg,"(512, 512)",False,"(512, 512)",True,False,c13d2fe02d933cc6,Training,meningioma
data/raw/Training\meningioma\m1(73).jpg,"(512, 512)",False,"(512, 512)",True,False,c33c2cf23ccb388e,Training,meningioma
data/raw/Training\meningioma\m1(74).jpg,"(512, 512)",False,"(512, 512)",True,False,c21f3dd0714f3239,Training,meningioma
data/raw/Training\meningioma\m1(75).jpg,"(512, 512)",False,"(512, 512)",True,False,c21b3dc071cf323d,Training,meningioma
data/raw/Training\meningioma\m1(76).jpg,"(512, 512)",False,"(512, 512)",True,False,c21f3dd0704e333b,Training,meningioma
data/raw/Training\meningioma\m1(77).jpg,"(512, 512)",False,"(512, 512)",True,False,c21f3dd07047332f,Training,meningioma
data/raw/Training\meningioma\m1(78).jpg,"(512, 512)",False,"(512, 512)",True,False,c23c3de065c7369c,Training,meningioma
data/raw/Training\meningioma\m1(79).jpg,"(512, 512)",False,"(512, 512)",True,False,c33c3de064cf3698,Training,meningioma
data/raw/Training\meningioma\m1(8).jpg,"(213, 236)",True,"(224, 224)",True,False,d34b2ea438e56593,Training,meningioma
data/raw/Training\meningioma\m1(80).jpg,"(512, 512)",False,"(512, 512)",True,False,86393a6471c6679b,Training,meningioma
data/raw/Training\meningioma\m1(81).jpg,"(512, 512)",False,"(512, 512)",True,False,86793be46186679a,Training,meningioma
data/raw/Training\meningioma\m1(82).jpg,"(512, 512)",False,"(512, 512)",True,False,866939e46197279e,Training,meningioma
data/raw/Training\meningioma\m1(83).jpg,"(512, 512)",False,"(512, 512)",True,False,966939a561ce279a,Training,meningioma
data/raw/Training\meningioma\m1(84).jpg,"(512, 512)",False,"(512, 512)",True,False,966839e7648e3798,Training,meningioma
data/raw/Training\meningioma\m1(85).jpg,"(512, 512)",False,"(512, 512)",True,False,96683987649ea799,Training,meningioma
data/raw/Training\meningioma\m1(86).jpg,"(512, 512)",False,"(512, 512)",True,False,9e683987679e8619,Training,meningioma
data/raw/Training\meningioma\m1(87).jpg,"(512, 512)",False,"(512, 512)",True,False,c42d6b9234cb63cd,Training,meningioma
data/raw/Training\meningioma\m1(88).jpg,"(512, 512)",False,"(512, 512)",True,False,842d7bd2348fe34c,Training,meningioma
data/raw/Training\meningioma\m1(89).jpg,"(512, 512)",False,"(512, 512)",True,False,852d7bd2348fe24c,Training,meningioma
data/raw/Training\meningioma\m1(9).jpg,"(224, 216)",True,"(224, 224)",True,False,cbc93c9c3036766c,Training,meningioma
data/raw/Training\meningioma\m1(90).jpg,"(295, 394)",False,"(295, 394)",True,False,97c24a6d3fbc64c0,Training,meningioma
data/raw/Training\meningioma\m1(91).jpg,"(230, 241)",False,"(230, 241)",True,False,95d35aac381b299d,Training,meningioma
data/raw/Training\meningioma\m1(92).jpg,"(219, 234)",True,"(224, 224)",True,False,90524f9b3b253cda,Training,meningioma
data/raw/Training\meningioma\m1(93).jpg,"(202, 223)",True,"(224, 224)",True,False,956b4e986b653833,Training,meningioma
data/raw/Training\meningioma\m1(94).jpg,"(229, 223)",True,"(224, 224)",True,False,d509466c9a0fda3e,Training,meningioma
data/raw/Training\meningioma\m1(95).jpg,"(206, 249)",True,"(224, 224)",True,False,c4cc4ee53b333992,Training,meningioma
data/raw/Training\meningioma\m1(96).jpg,"(530, 526)",False,"(530, 526)",True,False,945a4b693e357865,Training,meningioma
data/raw/Training\meningioma\m1(97).jpg,"(552, 527)",False,"(552, 527)",True,False,cbcd3c9c3036726c,Training,meningioma
data/raw/Training\meningioma\m1(98).jpg,"(455, 500)",False,"(455, 500)",True,False,c4736ead39cc3984,Training,meningioma
data/raw/Training\meningioma\m1(99).jpg,"(298, 354)",False,"(298, 354)",True,False,954a4a95144f7f5a,Training,meningioma
data/raw/Training\meningioma\m2 (1).jpg,"(512, 512)",False,"(512, 512)",True,False,976a782568c72796,Training,meningioma
data/raw/Training\meningioma\m2 (10).jpg,"(512, 512)",False,"(512, 512)",True,False,c33d686434b3b2e3,Training,meningioma
data/raw/Training\meningioma\m2 (100).jpg,"(512, 512)",False,"(512, 512)",True,False,c23d2df2649633c3,Training,meningioma
data/raw/Training\meningioma\m2 (101).jpg,"(512, 512)",False,"(512, 512)",True,False,c03d6b6c3db12cd4,Training,meningioma
data/raw/Training\meningioma\m2 (102).jpg,"(512, 512)",False,"(512, 512)",True,False,c03d6b6c2d712cb3,Training,meningioma
data/raw/Training\meningioma\m2 (103).jpg,"(512, 512)",False,"(512, 512)",True,False,d1356e3d39f024d2,Training,meningioma
data/raw/Training\meningioma\m2 (104).jpg,"(512, 512)",False,"(512, 512)",True,False,d0356e7c39f064d4,Training,meningioma
data/raw/Training\meningioma\m2 (105).jpg,"(512, 512)",False,"(512, 512)",True,False,c23d2d3064c73bd3,Training,meningioma
data/raw/Training\meningioma\m2 (106).jpg,"(512, 512)",False,"(512, 512)",True,False,c23d2f3464b433b3,Training,meningioma
data/raw/Training\meningioma\m2 (107).jpg,"(512, 512)",False,"(512, 512)",True,False,c23c3f3464f033e6,Training,meningioma
data/raw/Training\meningioma\m2 (108).jpg,"(512, 512)",False,"(512, 512)",True,False,c23d3f34643073e6,Training,meningioma
data/raw/Training\meningioma\m2 (109).jpg,"(512, 512)",False,"(512, 512)",True,False,c23d2f3c6d307166,Training,meningioma
data/raw/Training\meningioma\m2 (11).jpg,"(512, 512)",False,"(512, 512)",True,False,c33d6e603cb33364,Training,meningioma
data/raw/Training\meningioma\m2 (110).jpg,"(512, 512)",False,"(512, 512)",True,False,c23c3f696cb46136,Training,meningioma
data/raw/Training\meningioma\m2 (111).jpg,"(512, 512)",False,"(512, 512)",True,False,c2693f3c38b66067,Training,meningioma
data/raw/Training\meningioma\m2 (112).jpg,"(512, 512)",False,"(512, 512)",True,False,c2693f383ca76463,Training,meningioma
data/raw/Training\meningioma\m2 (113).jpg,"(512, 512)",False,"(512, 512)",True,False,c6693e3d3c2265e1,Training,meningioma
data/raw/Training\meningioma\m2 (114).jpg,"(512, 512)",False,"(512, 512)",True,False,c2693c3f3c666334,Training,meningioma
data/raw/Training\meningioma\m2 (115).jpg,"(512, 512)",False,"(512, 512)",True,False,c2693e3934666736,Training,meningioma
data/raw/Training\meningioma\m2 (116).jpg,"(512, 512)",False,"(512, 512)",True,False,c2613c3934796773,Training,meningioma
data/raw/Training\meningioma\m2 (117).jpg,"(512, 512)",False,"(512, 512)",True,False,877a6eb168a68693,Training,meningioma
data/raw/Training\meningioma\m2 (118).jpg,"(512, 512)",False,"(512, 512)",True,False,87786e3179a67291,Training,meningioma
data/raw/Training\meningioma\m2 (119).jpg,"(512, 512)",False,"(512, 512)",True,False,c32d3d3430c3b3d9,Training,meningioma
